gene,species,genus,family,order,class,phylum,kingdom
YP_081617.1,,Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_081617.1,Human cytomegalovirus, Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_081618.1,,Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_081618.1,Human cytomegalovirus, Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_081618.1,Human cytomegalovirus, Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_081619.1,,Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_081619.1,Human cytomegalovirus, Cytomegalovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_133821.1,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133822.1,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133823.2,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133824.1,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133825.1,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133826.1,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133827.2,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_133828.1,Peste-des-petits-ruminants virus, Morbillivirus, Paramyxoviridae, Mononegavirales, Monjiviricetes, Negarnaviricota, Orthornavirae
YP_392486.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392487.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392488.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392489.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392464.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392511.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392512.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392512.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392513.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392514.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392515.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_392516.1,Rotavirus C, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_001129436.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129438.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129439.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129440.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129441.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129442.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129443.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129444.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129445.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129446.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129447.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129448.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129449.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129450.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129451.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129452.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129453.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129454.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129455.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129456.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129457.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129458.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129459.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129460.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129461.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129462.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129463.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129465.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129466.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129467.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129468.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129469.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129470.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129471.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129472.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129473.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129474.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129475.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129476.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129477.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129478.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129479.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129480.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129481.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129482.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129483.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129484.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129485.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129486.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129487.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129488.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129489.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129490.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129491.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129492.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129493.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129494.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129495.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129496.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129497.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129498.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129499.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129500.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129501.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129503.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129504.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129505.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129506.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129507.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129508.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129509.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129510.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129511.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129512.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129513.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129514.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129515.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001129515.1,Epstein-Barr virus (strain GD1), Lymphocryptovirus, Herpesviridae, Herpesvirales, Herviviricetes, Peploviricota, Heunggongvirae
YP_001974423.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974424.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974425.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974426.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974428.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974432.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974446.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974448.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974450.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974451.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974452.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974454.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974456.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974457.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974459.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974460.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974462.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974463.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974467.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974470.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974471.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974472.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_001974473.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213798.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213800.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213801.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213805.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213806.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213807.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213808.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213809.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213810.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213810.1,Human mastadenovirus B, Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213811.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213812.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213813.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213813.1,Human mastadenovirus B, Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213815.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213816.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213817.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213818.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213819.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213820.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213821.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213822.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213823.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213824.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213825.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213828.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213841.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213845.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213845.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213845.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213845.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213845.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213845.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213846.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213847.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213848.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213849.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213851.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213852.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213768.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213775.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213777.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213780.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213785.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213786.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213792.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213835.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002213838.1,,Mastadenovirus, Adenoviridae, Rowavirales, Tectiliviricetes, Preplasmiviricota, Bamfordvirae
YP_002302219.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302219.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302220.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302220.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302221.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302221.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302222.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302222.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302223.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302223.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302224.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302224.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302224.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302225.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302225.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302226.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302226.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302227.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302227.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302228.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302229.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302229.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302229.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302230.1,,Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_002302230.1, Rotavirus A, Rotavirus, Reoviridae, Reovirales, Resentoviricetes, Duplornaviricota, Orthornavirae
YP_003848706.1,Rift Valley fever phlebovirus, Phlebovirus, Phenuiviridae, Bunyavirales, Ellioviricetes, Negarnaviricota, Orthornavirae
YP_003848706.1,Rift Valley fever phlebovirus, Phlebovirus, Phenuiviridae, Bunyavirales, Ellioviricetes, Negarnaviricota, Orthornavirae
